A0A0C5B5G6	A0A0C5B5G6
O65788	A0A1D6F9Y9
O65788	A0A2Z5D852
O65788	D2CGS0
O65788	A0A2Z5D850
O65788	A0A2Z5D854
P0AE98	P0AE98
P0DO45	P0DO45
P0DO45	P0DO44
P21169	P21169
P21169	P24169
P31802	P31802
P31802	P0AF28
P35735	P35735
P53723	P53723
P81760	P81760
Q0JBH9	Q0JBH9
Q54IV4	Q54IV4
Q7YZN9	Q7YZN9
Q7YZN9	P15170
Q7YZN9	Q8IYD1
Q7YZN9	P05453
Q7YZN9	O74718
Q8BGA7	Q8BGA7
Q8BGA7	Q96N11
Q98SV1	Q98SV1
Q98SV1	P25236
Q98SV1	P49908
Q98SV1	P70274
Q9LSQ6	Q9LSQ6
Q9LSQ6	O81831
Q9LSQ6	Q9ZPX9
B2RWW0	B2RWW0
B2RWW0	Q8N103
F4IJ79	F4IJ79
O35972	O35972
O35972	Q16540
O35972	Q9W021
O81864	O81864
P0AFQ7	P0AFQ7
P25960	P25960
P39160	P39160
P42980	P42980
P42980	P0A731
P56258	P56258
P76501	P76501
P97816	P97816
P97816	P29377
Q06543	Q06543
Q06543	Q9UHW5
Q06543	O14443
Q1ZXU0	Q1ZXU0
Q47706	Q47706
Q54SK5	Q54SK5
Q93W77	Q93W77
Q99247	Q99247
Q9QUL0	Q9QUL0
Q9SI53	Q9SI53
Q9SI53	Q9SY02
Q9STT1	Q9STT1
Q9STT1	Q9FJP6
Q9STT1	Q9FL17
A9LLI8	A9LLI8
O07545	O07545
O49413	O49413
O49413	F4ICK8
O77082	O77082
O77082	Q9SW09
O77082	Q9LTF2
O77082	Q9FFS8
O77082	Q9VWG3
O77082	Q9VB14
O77082	P63326
O77082	P63325
O77082	P46783
O77082	G1T168
O77082	P46784
O77082	Q08745
O77082	A0A1D8PI15
O77082	O14112
O77082	O13614
P0ABW5	P0ABW5
P0ABW5	P04128
P37182	P37182
P40483	P40483
P75826	P75826
P92935	P92935
P92935	Q39002
Q04602	Q04602
Q09565	Q09565
Q12314	Q12314
Q1WIQ6	Q1WIQ6
Q33DK1	Q33DK1
Q33DK1	Q9SIB4
Q46863	Q46863
Q46863	P77348
Q46863	P23843
Q54LT2	Q54LT2
Q71N54	Q71N54
Q7XKD0	Q7XKD0
Q7XKD0	Q8LD49
Q7XKD0	Q9SEU6
Q7XKD0	P07591
Q7XKD0	P0AA25
Q7XKD0	P9WG67
Q7XKD0	Q9ZP20
Q7XKD0	O48737
Q7XKD0	Q9SEU8
Q7XKD0	P0AGG4
Q7XKD0	Q9SEU7
Q8BGP5	Q8BGP5
Q8BGP5	O75204
Q8GWL1	Q8GWL1
Q8LAP8	Q8LAP8
Q8LAP8	Q84JQ8
Q95XQ1	Q95XQ1
Q9D6N5	Q9D6N5
Q9D6N5	Q14919
Q9FFJ8	Q9FFJ8
Q9FXH1	Q9FXH1
Q9S7G2	Q9S7G2
Q9S7G2	Q0V7R1
Q9S7G2	Q9M8J2
Q9S7G2	O04536
Q9S7G2	Q9LN68
Q9S7G2	Q9LHD2
Q9S7G2	Q9FWY9
Q9S7G2	Q8VYF4
Q9SVZ6	Q9SVZ6
Q9SVZ6	Q9LVC9
Q9SVZ6	O24413
Q9VKQ3	Q9VKQ3
Q9VKQ3	Q9GZL7
Q9VKQ3	Q9JJA4
Q9XVD5	Q9XVD5
Q9XVD5	Q9U2C9
G5EBX3	G5EBX3
O70354	O70354
P0AGH8	P0AGH8
P16449	P16449
P25617	P25617
P33595	P33595
P53883	P53883
P75745	P75745
P93017	P93017
P93017	B9DGG8
Q05095	Q05095
Q12020	Q12020
Q6NLD7	Q6NLD7
Q75K28	Q75K28
Q803T2	Q803T2
Q803T2	Q8C079
Q803T2	Q5VSL9
Q803T2	Q9ULQ0
Q8VBW8	Q8VBW8
Q8VBW8	A8E7I5
Q93702	Q93702
Q96253	Q96253
Q9DAJ5	Q9DAJ5
Q9DAJ5	Q8TF09
Q9DAJ5	Q9NP97
Q9DAJ5	P62627
Q9DAJ5	P62628
Q9FVE0	Q9FVE0
Q9FVE0	Q9LY91
Q9LF68	Q9LF68
Q9LSX7	Q9LSX7
A1YIY0	A1YIY0
A1YIY0	Q6DN72
D3ZSC8	D3ZSC8
D3ZSC8	Q91WT4
D3ZSC8	Q9NVM6
O62301	O62301
P0AC92	P0AC92
P0AC92	P77695
P25772	P25772
P38745	P38745
P47127	P47127
P53248	P53248
Q05672	Q05672
Q19493	Q19493
Q2NNE0	Q2NNE0
Q6NLP2	Q6NLP2
Q7FGZ2	Q7FGZ2
Q8GUP2	Q8GUP2
Q9FYR7	Q9FYR7
Q9LHQ6	Q9LHQ6
Q9SA38	Q9SA38
Q9SA38	O64515
Q9SA38	Q9CAT6
Q9SZH0	Q9SZH0
Q9ZUM0	Q9ZUM0
Q9I423	Q9I423
Q9I423	P0AEA5
Q9I423	O31652
P22567	P22567
P22567	P0A6C5
Q04803	Q04803
C0HKZ3	C0HKZ3
F1SZ41	F1SZ41
F1SZ41	F1SZ44
F1SZ41	F1SZ42
F1SZ41	Q0E3V2
O13747	O13747
O14280	O14280
O14280	P53082
O14280	Q9FIC3
O14280	Q9USK1
O14280	Q53S33
O14280	Q8CEI1
O14280	P39724
O14280	Q9H3K6
O14280	Q9Y3E2
O14280	Q9D8S9
O43051	O43051
O69689	O69689
O94606	O94606
P83628	P83628
P9WFV9	P9WFV9
P9WK85	P9WK85
Q09094	Q09094
Q10360	Q10360
Q4VWQ3	Q4VWQ3
Q8I467	Q8I467
Q8I467	P86292
Q9C451	Q9C451
Q9P7R8	Q9P7R8
Q9UT98	Q9UT98
W7LKW1	W7LKW1
D2XNR1	D2XNR1
D2XNR1	Q501E6
D2XNR1	D2XNQ9
D2XNR1	D2XNR0
D2XNR1	Q9LV90
D2XNR1	Q4V3D6
H9IWW7	H9IWW7
O14006	O14006
O42915	O42915
O42915	Q9ES53
O42915	P70362
O42915	Q92890
O42915	Q9VTF9
O42915	P53044
O42915	Q19584
O74738	O74738
P79797	P79797
P79797	Q8VHT8
P79797	Q92664
P79797	Q8VHT7
P86160	P86160
P9WFT7	P9WFT7
P9WJL7	P9WJL7
P9WPT3	P9WPT3
Q28GQ2	Q28GQ2
Q28GQ2	Q8LCU7
Q28GQ2	Q9DCS3
Q28GQ2	Q9BV79
Q28GQ2	Q9Z311
Q28GQ2	Q7YS70
Q28GQ2	Q9V6U9
Q28GQ2	Q10488
Q6J3N5	Q6J3N5
Q6J3N5	G3F5K2
Q6J3N5	Q4VKB4
Q8TFG9	Q8TFG9
Q9P7V4	Q9P7V4
Q9UTL5	Q9UTL5
O33321	O33321
O60156	O60156
O74851	O74851
O94486	O94486
P46924	P46924
P46924	P10151
P84277	P84277
P9WHI9	P9WHI9
Q5AH87	Q5AH87
Q8MTP3	Q8MTP3
Q9P7H4	Q9P7H4
Q9P7H4	Q12461
Q9UT10	Q9UT10
A0A1L8GXY4	A0A1L8GXY4
A0A1L8GXY4	Q8NDM7
A0A1L8GXY4	E9Q7R9
G0S024	G0S024
O13786	O13786
O14301	O14301
O59797	O59797
O59797	Q5AAI8
O59797	P25293
O59797	P78920
P0DQP3	P0DQP3
P67413	P67413
P67413	P0A8F4
P67413	Q9QYG8
P67413	Q9BZX2
P67413	Q99PM9
P67413	Q9HA47
P67413	P52623
P84909	P84909
P87157	P87157
P9WIS3	P9WIS3
P9WQG7	P9WQG7
Q23946	Q23946
Q23946	Q24703
Q5FC18	Q5FC18
Q9HGL9	Q9HGL9
Q9Y7Q7	Q9Y7Q7
A8J666	A8J666
C0HLM3	C0HLM3
O07177	O07177
O59709	O59709
O74802	O74802
O94545	O94545
P42559	P42559
P83307	P83307
P87305	P87305
P9WJG7	P9WJG7
Q10162	Q10162
Q10162	P25627
Q10162	Q9LVD0
Q10162	O43709
Q2U5I0	Q2U5I0
Q97NG1	Q97NG1
Q9P6I8	Q9P6I8
Q9US06	Q9US06
A6NNL5	A6NNL5
Q7Z2X7	Q7Z2X7
Q7Z2X7	Q96GU1
Q7Z2X7	Q5JUK9
Q8NDY4	Q8NDY4
Q3B7S5	Q3B7S5
Q96A22	Q96A22
Q6P3W6	Q6P3W6
Q8N2G6	Q8N2G6
O23341	O23341
P13130	P13130
P13130	P38616
P37648	P37648
P43552	P43552
P64592	P64592
P64592	P64590
Q03263	Q03263
Q03263	P13090
Q8BFQ2	Q8BFQ2
Q8BFQ2	Q8NBD8
P0AFR4	P0AFR4
P39332	P39332
P53265	P53265
P75793	P75793
Q03036	Q03036
Q12497	Q12497
Q5XF75	Q5XF75
Q8W0Y8	Q8W0Y8
F4I8B9	F4I8B9
F4I8B9	F4JJP1
P0ADK4	P0ADK4
P0ADK4	P32108
P25639	P25639
P37681	P37681
P45546	P45546
P77414	P77414
Q08979	Q08979
Q46892	Q46892
Q8BNU0	Q8BNU0
Q8BNU0	Q6NXE6
Q9LS72	Q9LS72
Q9SD33	Q9SD33
F4JTJ9	F4JTJ9
P0AEH8	P0AEH8
P50289	P50289
P50289	P26436
P76198	P76198
Q08522	Q08522
Q2L6T6	Q2L6T6
Q2L6T6	Q2V4N4
Q54XI5	Q54XI5
Q54XI5	Q95Y90
Q54XI5	P51401
Q54XI5	P05738
Q54XI5	P49209
Q54XI5	Q9SZX9
Q54XI5	P17077
Q54XI5	P50882
Q54XI5	P32969
Q54XI5	P51410
Q54XI5	O74905
Q54XI5	Q10232
Q6TMJ3	Q6TMJ3
Q8W032	Q8W032
Q8W032	O82387
Q9C9E1	Q9C9E1
Q9U1I1	Q9U1I1
Q9U1I1	A1Z6W3
A2ACG1	A2ACG1
O46201	O46201
P0A8C1	P0A8C1
P54858	P54858
Q06146	Q06146
Q4VNZ8	Q4VNZ8
Q5SS00	Q5SS00
Q8H124	Q8H124
Q94EI9	Q94EI9
Q94EI9	Q9SUV2
Q94EI9	Q3E6T0
Q94EI9	Q9LFN3
Q94EI9	Q9SKJ7
Q94EI9	Q9LNH5
Q94EI9	Q9LRP2
Q9M2P8	Q9M2P8
Q9SUG6	Q9SUG6
Q9SUG6	Q8RWU7
Q9SUG6	Q7Y175
Q9ZU97	Q9ZU97
Q9ZU97	Q80WQ2
Q9ZU97	Q08AM6
Q9I740	Q9I740
O36018	O36018
O74507	O74507
P78890	P78890
P86584	P86584
P9WQ53	P9WQ53
Q58167	Q58167
Q9ATN4	Q9ATN4
Q9ATN4	Q9SV84
Q9ATN4	Q9SAI4
Q9ATN4	Q8LFP7
Q9ATN4	Q8VZW1
Q9ATN4	Q8W037
Q9ATN4	Q19KC1
Q9ATN4	Q6Z2T3
Q9UT82	Q9UT82
O74466	O74466
P83646	P83646
P83646	Q9XFT3
P83646	Q41932
P87145	P87145
P9WIQ9	P9WIQ9
P9WPG1	P9WPG1
Q10250	Q10250
Q9P7B7	Q9P7B7
Q9Y7N5	Q9Y7N5
Q9Y7N5	A0A1X9Q9F0
Q9Y7N5	A0A482AQV2
Q9Y7N5	A0A218N035
Q9Y7N5	A0A1X9Q9H1
Q9Y7N5	A0A482ARN9
Q9Y7N5	O74474
Q9Y7N5	A0A482AS24
Q9Y7N5	A0A482APN3
Q9Y7N5	O74486
Q9Y7N5	O94409
Q9Y7N5	A0A482AR57
Q9Y7N5	A0A482AU66
Q9Y7N5	A0A482ARC8
Q9Y7N5	O74495
Q9Y7N5	A0A482ARE1
Q9Y7N5	A0A218N034
Q9Y7N5	O74420
Q9Y7N5	Q9P3V0
O06342	O06342
O42845	O42845
O74521	O74521
P9WH87	P9WH87
P9WH87	P42920
P9WH87	P60438
P9WH87	Q9LRN8
P9WH87	P31334
P9WH87	Q9P6P6
P9WH87	Q9SKX4
P9WMD9	P9WMD9
Q10253	Q10253
Q7LKV1	Q7LKV1
Q9P6I4	Q9P6I4
Q9UTA0	Q9UTA0
O13883	O13883
O43033	O43033
O94322	O94322
P78750	P78750
P84829	P84829
P9WGX3	P9WGX3
P9WLQ9	P9WLQ9
Q9P3A9	Q9P3A9
Q9UTF8	Q9UTF8
O42907	O42907
O93455	O93455
O93455	L0PJV8
O93455	B5LUQ6
O93455	A0A2L2DDE6
O93455	L0PIN3
O93455	A0A2L2DDD0
O93455	A0A193H395
O93455	A0A193H361
O93455	A0A193H396
O93455	A0A193H397
O93455	A0A193H329
O93455	A0A193H365
O93455	A0A193H362
O93455	P31107
O93455	B5LUQ3
O93455	P69019
O93455	B5LUQ8
O93455	B5LUQ7
O93455	B5LUR1
O93455	B5LUQ5
O93455	B5LUQ4
O93455	B5LUQ9
O93455	B5LUR0
O93455	A0A088MI62
O93455	Q2WCN6
O93455	E7EKI9
O93455	E7EKH6
O93455	E7EKH7
O93455	Q2WCN8
O93455	Q2WCN7
O93455	E7EKH3
O93455	E7EKH4
O93455	C3RT23
O93455	E7EKH5
O93455	C3RT24
O93455	F1T149
O93455	C0HL68
O93455	P32414
O93455	P84841
O93455	F1T150
O93455	P86018
O93455	P84840
O93455	Q2UXR1
O93455	P79875
O93455	F1T151
O93455	P83719
O93455	C3RT17
O93455	C3RT18
O93455	E7EKJ5
O93455	P79876
O93455	C3RT22
O93455	F1T156
O93455	F1T157
O93455	E7EKJ6
O93455	E7EKJ7
O93455	E7EKM1
O93455	P39084
O93455	P79874
O93455	G3ETQ3
O93455	G3ETQ2
O93455	G3F828
O93455	F1T152
O93455	Q90WP7
O93455	B3VZU6
O93455	P86093
O93455	F1T154
O93455	F1T155
O93455	Q2UXR2
O93455	E7EKI0
O93455	Q2UXR3
O93455	F1T153
O93455	P84276
O93455	P85070
O93455	P85071
P84214	P84214
P9WGS1	P9WGS1
P9WPP5	P9WPP5
Q1HQF8	Q1HQF8
Q1HQF8	Q5Q995
Q1HQF8	Q5RL79
Q1HQF8	Q8N6L1
Q9US15	Q9US15
Q9Y6Z9	Q9Y6Z9
Q9Y6Z9	Q6CEE9
Q9Y6Z9	P87219
Q9Y6Z9	P0C0Y4
Q9Y6Z9	P0C0Y5
Q9Y6Z9	Q8NK50
Q9Y6Z9	O13908
Q9Y6Z9	O74470
P36092	P36092
P40062	P40062
P76515	P76515
P0AD21	P0AD21
Q47710	Q47710
P0C268	P0C268
Q9FL82	Q9FL82
P9WLG5	P9WLG5
O14067	O14067
Q09861	Q09861
O94293	O94293
Q9URV4	Q9URV4
P9WLE5	P9WLE5
O43018	O43018
Q97PR7	Q97PR7
A6NNB3	A6NNB3
A6NNB3	O88728
A6NNB3	Q01628
A6NNB3	Q99J93
A6NNB3	Q9D103
A6NNB3	Q9CQW9
A6NNB3	Q01629
A6NNB3	P13164
O43826	O43826
P22897	P22897
P22897	Q61830
P27352	P27352
P27352	P17267
P27352	P52787
P54710	P54710
P54710	Q04646
P54710	Q04679
P54710	O08589
P54710	P56513
P54710	Q9Z239
P54710	O00168
P54710	I3LMB3
P54710	Q3SZX0
P54710	Q9D164
P54710	Q9H0Q3
Q12836	Q12836
Q12836	Q00193
Q12836	Q62005
Q12836	P60852
Q12836	I6M4H4
Q12836	Q9BH11
Q14152	Q14152
Q14152	Q1JU68
Q14152	P23116
Q14152	Q9VN25
Q14152	P34339
Q4G0J3	Q4G0J3
Q4G0J3	Q05CL8
Q4G0J3	Q7ZWE3
Q5QP82	Q5QP82
Q68EM7	Q68EM7
Q68EM7	Q3UIA2
Q68EM7	Q99N37
Q68EM7	Q9Y3L3
Q68EM7	Q6ZT62
Q68EM7	D3ZFJ3
Q68EM7	P55194
Q68EM7	Q5SSM3
Q68EM7	F1LQX4
Q68EM7	Q17R89
Q6UWF3	Q6UWF3
Q6UWF3	Q3UU41
Q86U86	Q86U86
Q86U86	Q8BSQ9
Q8IYT4	Q8IYT4
Q8IYT4	P34808
Q8IYT4	Q5RII9
Q8IYT4	O75449
Q8IYT4	Q9BW62
Q8IYT4	Q8K0T4
Q8IYT4	Q9WV86
Q8IYT4	Q6E0V2
Q8IYT4	Q9SEX2
Q8N9M5	Q8N9M5
Q8N9M5	Q3UPR7
Q8TAX9	Q8TAX9
Q8TEY5	Q8TEY5
Q8TEY5	Q9D2A5
Q8TEY5	Q68CJ9
Q8TEY5	Q91XE9
Q8WXA8	Q8WXA8
Q8WXA8	A5X5Y0
Q8WXA8	Q70Z44
Q8WXA8	O70212
Q8WXA8	P46098
Q8WXA8	P23979
Q8WXA8	Q9JJ16
Q8WXA8	O95264
Q8WXA8	Q9JHJ5
Q8WXA8	P35563
Q96JI7	Q96JI7
Q96JI7	Q3UHA3
Q96S16	Q96S16
Q96S16	Q3TA59
Q9BS26	Q9BS26
Q9BS26	Q9D1Q6
Q9BVM4	Q9BVM4
Q9GZR2	Q9GZR2
Q9HCH5	Q9HCH5
Q9HCH5	Q99N50
Q9NQR9	Q9NQR9
Q9NQR9	Q9Z186
Q9NQR9	P35575
Q9NQR9	P35576
Q9NQR9	P43428
Q9P2D3	Q9P2D3
Q9P2D3	Q8C547
Q9P2D3	A1A5F2
Q9P2D3	Q86XA9
Q9UJW9	Q9UJW9
Q9UJW9	Q9ERC3
Q9ULP9	Q9ULP9
Q9ULP9	Q3UUG6
Q9UNX4	Q9UNX4
O14776	O14776
O14776	Q8CGF7
O75015	O75015
O75015	P08637
O75015	A3RFZ7
O75015	Q92637
O75015	P12314
O75015	P26151
O75015	P31995
O75015	P12318
O75015	P31994
O75015	P08508
O75015	P08101
O75015	P27645
O75015	Q63203
O75015	Q6XPU4
O75015	A0A0B4J1G0
P21397	P21397
P21397	P19643
P21397	P58028
P21397	P21396
P21397	Q64133
P21397	Q8BW75
P21397	P27338
P21397	Q6NSN2
P51810	P51810
P51810	P70259
Q02985	Q02985
Q02985	Q92496
Q12972	Q12972
Q12972	Q8R3G1
Q14789	Q14789
Q15399	Q15399
Q15399	Q9EPW9
Q15399	Q9Y2C9
Q15399	Q9EPQ1
Q15399	Q9BXR5
Q1MX18	Q1MX18
Q3ZCQ8	Q3ZCQ8
Q3ZCQ8	Q9D880
Q3ZCQ8	Q6NWD4
Q3ZCQ8	Q9W4V8
Q5BKX5	Q5BKX5
Q5BKX5	J3QPC3
Q63HQ0	Q63HQ0
Q6NTE8	Q6NTE8
Q6QNY1	Q6QNY1
Q6QNY1	Q32WR5
Q6QNY1	Q9CWG9
Q6QNY1	Q9VTE0
Q6ZP82	Q6ZP82
Q6ZP82	E9Q8Q6
Q6ZP82	D3ZEY0
Q7L4E1	Q7L4E1
Q7L4E1	Q8BK03
Q7Z5W3	Q7Z5W3
Q8N9N8	Q8N9N8
Q8TAD4	Q8TAD4
Q8TAD4	Q5ZLF4
Q8TAD4	Q6DG36
Q8TDN7	Q8TDN7
Q8TDN7	Q8R4X1
Q96E11	Q96E11
Q96E11	Q9D6S7
Q96P70	Q96P70
Q96P70	Q91YE6
Q99661	Q99661
Q99661	Q922S8
Q99661	P70096
Q99661	Q9W1U4
Q99661	O00139
Q99661	Q9WV63
Q99661	P28740
Q99661	Q8N4N8
Q99661	Q960Z0
Q9BRJ2	Q9BRJ2
Q9BRJ2	Q9D0Q7
Q9BRJ2	Q3T142
Q9BRJ2	Q9VCX3
Q9BZY9	Q9BZY9
Q9BZY9	Q8R0K2
Q9H4B6	Q9H4B6
Q9H4B6	Q8VEB2
Q9NZH6	Q9NZH6
Q9UHR4	Q9UHR4
Q9UKN8	Q9UKN8
Q9Y616	Q9Y616
Q9Y616	Q8K4B2
O43716	O43716
O43716	Q8CBY0
O75081	O75081
O75081	O70374
O75081	O43439
O75081	Q61909
O75081	Q06455
O75081	Q9IAB2
O75081	O54972
O75689	O75689
O75689	Q9JK15
O75689	Q9NPF8
O95405	O95405
O95405	Q7Z3T8
O95988	O95988
P20849	P20849
P20849	Q05722
P20849	Q5TAT6
P20849	Q9R1N9
P20849	Q07643
P20849	Q14055
P78539	P78539
P78539	Q9R0M3
P78539	O60687
P78539	B5DF94
P78539	Q8R054
Q13454	Q13454
Q13454	Q7ZV50
Q13454	Q8BTV1
Q13454	Q9H0U3
Q14657	Q14657
Q15916	Q15916
Q15916	Q9HCK0
Q16827	Q16827
Q16827	E9Q612
Q5T5U3	Q5T5U3
Q5T5U3	Q6DFV3
Q5T5U3	Q9P227
Q6IC98	Q6IC98
Q6IC98	Q8CB44
Q6ZYL4	Q6ZYL4
Q6ZYL4	Q5ZKH0
Q6ZYL4	Q8K2X8
Q6ZYL4	Q9N390
Q7Z3K3	Q7Z3K3
Q8IWB1	Q8IWB1
Q8IWB1	Q3TNL8
Q8N4L8	Q8N4L8
Q8NAM6	Q8NAM6
Q92832	Q92832
Q92832	Q62919
Q92832	Q61220
Q92832	Q90827
Q92832	Q62918
Q92832	Q99435
Q96P66	Q96P66
Q96RY7	Q96RY7
Q96RY7	E9PY46
Q9BRQ0	Q9BRQ0
Q9BVC3	Q9BVC3
Q9NW81	Q9NW81
Q9NW81	Q9D7K5
Q9NZL9	Q9NZL9
Q9NZL9	Q99LB6
Q9UBB9	Q9UBB9
Q9UBB9	Q9ERA6
Q9ULJ1	Q9ULJ1
Q9ULJ1	Q9D478
Q9UQ35	Q9UQ35
Q9Y6W8	Q9Y6W8
Q9Y6W8	Q9R1T7
Q9Y6W8	Q9WVS0
O00566	O00566
O60496	O60496
O60496	O70469
O60496	Q9QZK7
O60496	Q7L591
O75223	O75223
O94927	O94927
O95551	O95551
O95551	Q5XJA0
P02787	P02787
P02787	Q921I1
P02787	P12346
P02787	P02788
P02787	K9IMD0
P02787	P08071
P02787	P24627
P02787	Q9DBD0
P02787	P02789
P02787	P08582
P39210	P39210
P39210	P19258
P39210	Q5TZ51
P60323	P60323
P60323	P60324
P60323	Q07937
P60323	Q90WW1
P60323	P60322
P60323	P60321
Q13444	Q13444
Q13444	Q9QYV0
Q13444	O88839
Q149N8	Q149N8
Q2KHT4	Q2KHT4
Q2KHT4	Q8R1W2
Q2KHT4	D3Z7H4
Q2KHT4	D3ZK93
Q2KHT4	Q6UXU4
Q5H9J7	Q5H9J7
Q5H9J7	Q6PDU5
Q5H9J7	Q9WTZ9
Q5H9J7	Q00994
Q5H9J7	Q9NWD9
Q5H9J7	Q3MKP9
Q5H9J7	Q3TZW7
Q5H9J7	Q9CWT2
Q5XPI4	Q5XPI4
Q6NZY4	Q6NZY4
Q6NZY4	Q9CYA6
Q6RVD6	Q6RVD6
Q7L0Q8	Q7L0Q8
Q7L0Q8	Q9EQT3
Q7L0Q8	Q9Z1Y0
Q7L0Q8	Q96L33
Q7L0Q8	O82481
Q7L0Q8	Q9SSX0
Q7L0Q8	Q9XGU0
Q7L0Q8	Q38912
Q7L0Q8	Q9SBJ6
Q7L0Q8	Q41253
Q7L0Q8	Q38937
Q7L0Q8	Q41254
Q7L0Q8	Q38919
Q7L0Q8	Q38902
Q7L0Q8	Q9SU67
Q7L0Q8	Q38903
Q7L0Q8	Q6ZHA3
Q7L0Q8	Q6Z808
Q7L0Q8	P92978
Q7L0Q8	Q9GPR7
Q7L0Q8	P34149
Q7L0Q8	Q24816
Q7L0Q8	P19073
Q7L0Q8	P0CY33
Q7L0Q8	Q01112
Q7L0Q8	P84096
Q7L0Q8	P84095
Q7L0Q8	O96390
Q7L0Q8	Q9GPS3
Q7L0Q8	O82480
Q7L0Q8	Q24814
Q7L0Q8	P48554
Q7L0Q8	P40793
Q7L0Q8	Q05062
Q7L0Q8	P60764
Q7L0Q8	P60763
Q7L0Q8	Q9GPS0
Q7L0Q8	P34145
Q7L0Q8	P34148
Q7L0Q8	P60953
Q7L0Q8	Q8CFN2
Q7L0Q8	Q05144
Q7L0Q8	P34144
Q7L0Q8	P34146
Q7L0Q8	P60766
Q7L0Q8	Q9GPQ8
Q7L0Q8	P53879
Q7L0Q8	Q9D3G9
Q7L0Q8	Q15669
Q7L0Q8	P06780
Q7L0Q8	Q9C3Y4
Q7L0Q8	P62745
Q7L0Q8	P62747
Q7L0Q8	O42825
Q7L0Q8	Q10133
Q7L0Q8	Q22038
Q7L0Q8	P62746
Q7L0Q8	Q9HE04
Q7L0Q8	Q6DHM9
Q7L0Q8	P48148
Q7L0Q8	Q09914
Q7L0Q8	P08134
Q7L0Q8	Q9QUI0
Q7L0Q8	P61586
Q7L0Q8	Q62159
Q7L0Q8	P61589
Q7L0Q8	Q874R1
Q7L0Q8	P06781
Q7L0Q8	Q23862
Q7L0Q8	P97348
Q7L0Q8	O00212
Q7L0Q8	Q00246
Q7L0Q8	P61588
Q7L0Q8	Q8BLR7
Q7L0Q8	Q92730
Q7L0Q8	Q9QYM5
Q7L0Q8	P61587
Q7L0Q8	P52198
Q7L0Q8	O13928
Q7L0Q8	Q00245
Q7L0Q8	Q96WY0
Q7L0Q8	Q9HBH0
Q7L0Q8	Q24192
Q7L0Q8	P31021
Q7L0Q8	Q94124
Q7L0Q8	P63001
Q7L0Q8	Q03206
Q7L0Q8	P15153
Q7L0Q8	P62998
Q7L0Q8	P40792
Q7L0Q8	A0A286QZ36
Q7L0Q8	Q6RUV5
Q7L0Q8	P63000
Q7L0Q8	P17081
Q7L0Q8	Q8R527
Q7L0Q8	Q9H4E5
Q7L0Q8	Q9ER71
Q86UU9	Q86UU9
Q86UU9	Q99N14
Q86UU9	Q8CH01
Q86YI8	Q86YI8
Q8IWY9	Q8IWY9
Q8IWY9	Q8CC12
Q8NFZ8	Q8NFZ8
Q8NFZ8	Q1WIM1
Q8NFZ8	Q8R464
Q8TER5	Q8TER5
Q96AW1	Q96AW1
Q9C026	Q9C026
Q9C026	Q91ZY8
Q9C026	Q8C7M3
Q9C026	M9MRI4
Q9C026	Q505D9
Q9H7E2	Q9H7E2
Q9HB14	Q9HB14
Q9HB14	Q9ERS0
Q9HB14	Q9HB15
Q9HB14	Q8R1P5
Q9HB14	Q5VSE6
Q9P296	Q9P296
Q9P296	Q695P6
Q9UIJ5	Q9UIJ5
Q9UIJ5	Q2TGJ4
Q9UIJ5	Q9JKR5
Q9UIJ5	Q5W0Z9
Q9UIJ5	Q96MV8
Q9UIJ5	F1QXD3
Q9UIJ5	P59267
Q9UIJ5	Q8BGJ0
Q9UKN1	Q9UKN1
Q9Y2Z9	Q9Y2Z9
Q9Y2Z9	Q8R1S0
Q9Y2Z9	Q9VMQ5
Q9Y4L5	Q9Y4L5
Q9Y4L5	Q9D0C1
Q9Y4L5	Q9BV68
Q9Y4L5	Q91YL2
O15347	O15347
O15347	P40618
O15347	O54879
O15347	Q32L31
O15347	P63159
O15347	P26583
O15347	P07746
O15347	P63158
O15347	P26584
O15347	P10103
O15347	P09429
O15347	P52925
O15347	P40673
O15347	P17741
O15347	Q9YH06
O15347	P12682
O15347	P30681
O15347	Q8WW32
O15347	Q09390
O15347	Q24537
O95825	O95825
P24311	P24311
P24311	P13183
P24311	P56393
P24311	Q8TF08
P42575	P42575
P42575	P29594
P42575	P55215
P48147	P48147
P48147	Q9QUR6
P48147	O70196
P51688	P51688
P54252	P54252
P54252	O35815
P54252	Q9H3M9
P54252	Q9CVD2
Q13148	Q13148
Q13148	Q921F2
Q14541	Q14541
Q14541	Q9WUU6
Q14541	P22449
Q14541	P41235
Q14541	P49698
Q14541	P28702
Q14541	P49743
Q14541	P28704
Q14541	P20153
Q14541	Q7SYN5
Q14541	P28700
Q14541	P51128
Q14541	Q90415
Q14541	P19793
Q14541	Q05343
Q14541	Q90417
Q14541	P51129
Q14541	P48443
Q14541	Q5BJR8
Q14541	P28705
Q14541	Q90416
Q14541	P28701
Q15058	Q15058
Q15058	L0N7N1
Q2KHM9	Q2KHM9
Q5R372	Q5R372
Q5R372	H2KZZ6
Q5R372	Q9Y3P9
Q69YI7	Q69YI7
Q7L8L6	Q7L8L6
Q7Z5Q5	Q7Z5Q5
Q8NEY1	Q8NEY1
Q8NEY1	Q8CH77
Q8NEY1	Q8IVL1
Q8NEY1	Q8IVL0
Q8NEY1	Q80TN7
Q8NEY1	Q5TZ18
Q92537	Q92537
Q92838	Q92838
